ID,name,dates,сondition,overall rating,reviews
747,B002EA99HE,2023-12-10,Vitamin,5.0,I love this brand. I have been taking for Years. They are easy to swallow.
748,B002EA99HE,2023-12-10,Great,5.0,They work great
749,B002EA99HE,2023-12-09,good,5.0,I like they are easy to swallow
750,B002EA99HE,2023-12-09,Good product,5.0,"I've been taking them for 2 months, so far it doesn't hurt the stomach and I feel more energetic."
751,B002EA99HE,2023-12-09,"NOW Supplements, Vitamin D-3",4.0,I was falling a sleep and had no energy. After taking I no longer need a nap in the afternoon. Energy is back. Love this product.
752,B002EA99HE,2023-12-08,5 Star product!,5.0,When I saw the 5 Star reviews I knew this had to be a really good product! When they arrived I put some right into my daily pill box!
753,B002EA99HE,2023-12-07,Easy to swallow,5.0,Good size
754,B002EA99HE,2023-12-07,Small and powerful,5.0,I’m on my second bottle of these they’re nice and small and loaded with vitamin D. This is a reliable company so I pretty much only buy from them and a few others but I’m always pleased with NOW. They always have great prices too!
755,B002EA99HE,2023-12-06,Real D3,5.0,Love the quality of this vitamin.
756,B002EA99HE,2023-12-05,It is an excellent product!!!,4.0,It is an excellent product!!!
757,B002EA99HE,2023-12-05,New formula contains Safflower Oil,1.0,"I loved this brand for vitamin D3 because they didn't use seed oils in the past. I was preparing to purchase a new bottle, but I was surprised to learn that the new formula contains safflower oil. I won't be purchasing this brand anymore."
758,B002EA99HE,2023-12-04,Pretty good for the price,5.0,Compared to all the other brands I think this is legitimately the best deal for the value and quality of the vitamin D.
759,B002EA99HE,2023-12-04,Great,5.0,Great Value for the price
760,B002EA99HE,2023-12-03,Must Buy,5.0,Totally love this product!
761,B002EA99HE,2023-11-30,NOW products are cornering the CLEAN market my gripe is the cellulose - could use veggie cap.,5.0,Need a cellulose casing alternative. But I have mast cell activation syndrome and from their body oils to their vitamins they have the most options for people who TRULY use CLEAN TOXIN FREEEEEEE. NOW is my go to for many things. I love this company
762,B002EA99HE,2023-11-30,Does want it is supposed to do for a very good price.,5.0,Nothing to dislike -- recommend everyone take one a day.
763,B002EA99HE,2023-11-29,Easy to take small gel cap,5.0,"I can easily take two of these to get my 10,000 d. This is my favorite brand."
764,B002EA99HE,2023-11-28,good product,5.0,purchased for my elderly mom as Daily vitamin supplements
765,B002EA99HE,2023-11-27,Containers Are Impossible For Many Elderly to OPEN,1.0,"I've used NOW supplements for years, and never had a problem with the difficult plastic ""ring around the circle"" and the same Flip-Top cap to open. However, these have become impossible for me to open due to normal advancing age, natural thinning of my skin on my fingers and hands. I must to other brands of supplements that have the more normal twist-off plastic cap opening-and-closing that goes much smoother, nicer, better and easier for their elderly customers. Seems to me that NOW supplements would learn to acommodate their elderly customers in order to KEEP these former customers. Many of us who live in our 55+ gated communities would be grateful."
766,B002EA99HE,2023-11-26,It arrived on time and in good condition.,5.0,I have taken D3 before and think it helped so I am now buying these. They taste OK.
767,B002EA99HE,2023-11-24,Good supplement at a good price,5.0,I think it’s improving my mood.
768,B002EA99HE,2023-11-23,Great product,5.0,"I buy these when I run out of vitamin D supplement. Good product, great brand with good quality control. Would recommend."
769,B002EA99HE,2023-11-23,Clean vitamins,5.0,Clean product. No bad oils!
770,B002EA99HE,2023-11-20,Supplement for magnesium,5.0,I use this to supplement my magnesium for sleep. Great quality as far as I can tell and small pill size that goes down easy. Good quantity amount for money.
771,B002EA99HE,2023-11-19,Easy to swallow,5.0,Easy to swallow. Will let you know results in 30 years. Seems to work.
772,B002EA99HE,2023-11-17,Good product,5.0,Good product
773,B002EA99HE,2023-11-16,Are you Vitamin D3 deficient?,5.0,"If you have very little sunshine exposure, chances are you are Vitamin D3 deficient. This is according to thousands of blood tests of thousands of Americans. A Vitamin D3 deficiency can lead to tiredness and fatigue, a general feeling of low energy, and a lack of vitality. Speak with your physician and review your labs. This simple and inexpensive vitamin might help you get on track to be your old self. Check it out. Now Foods is one of the most well-respected and trusted brands and they include reasonable prices."
774,B002EA99HE,2023-11-16,Good value for product,5.0,"What I like is the high potency for a small pill that is easily swallowed. Many other brands have reviews where the pills are all stuck together, these pills don't have that issue. They are all separable. The Now brand is cheaper than others so I was worried about quality. I saw one reviewer mention that they were informed by someone in the industry that they are pretty good so I went for it. Sure enough, pretty good."
775,B002EA99HE,2023-11-15,Great value.,5.0,Easy to swallow
776,B002EA99HE,2023-11-15,Excelente,5.0,"Me llegó súper rápido, son fácil de consumir y ayudan un montón"
777,B002EA99HE,2023-11-11,No issues,5.0,no problems
778,B002EA99HE,2023-11-06,As described fast delivery,4.0,"1/2 the price of Walgreens
I can't rate quality because I just started taking them so I give 4 stars for getting them fast and economical"
779,B002EA99HE,2023-11-05,A good buy!,5.0,The packaging is done well and contains 50 soft gel capsules.
780,B002EA99HE,2023-11-05,Beware new formula has safflower oil added,1.0,"I ordered this same product about a year ago when it just had olive oil. I reordered the other day and NOW has, for whatever reason, added safflower oil, which if I'm not mistaken is a seed oil and bad news. In the ingredient list under important information on the product page it doesn't list safflower oil and only olive oil - not sure whats going on. I'm considering returning this product unless I'm convinced otherwise that safflower oil is fine. I originally purchased this because NOW was using just olive oil."
781,B002EA99HE,2023-11-01,Love this vitamin,5.0,I do love it
782,B002EA99HE,2023-10-26,Even taking these every day or every other day,5.0,"Got my vit d levels checked out and I was in the normal range. So, daily or every other day, will keep you proper."
783,B002EA99HE,2023-10-25,standard D suppliment,5.0,Seems to be a good product. This is the brand I choose.
784,B002EA99HE,2023-10-23,Not Vegetarian/Vegan :(,3.0,Unfortunately I had to give these (and a couple other NOW products!) away to a friend when I noticed they were made with Bovine Gelatin. NOW is a fine product unless you’re avoiding animal products. Too bad.
785,B002EA99HE,2023-10-23,No clumping together,5.0,Great product. Quality company.
786,B002EA99HE,2023-10-23,La mejor vitamina d3,5.0,Es muy buen producto
787,B002EA99HE,2023-10-22,Verificar la dosis con un médico,3.0,"Estaba tomando este producto diariamente (que es una de las sugerencias); la otra es que se tome de acuerdo a lo recomendado por el médico tratante. Recomiendo completamente esta segunda opción. La ingesta diaria me estaba generando un brote fuerte en la piel (cara, espalda, etc.) que solo se disipó cuando suspendí el medicamento. Ahora tomo la pastilla una vez cada 8 días y no he visto estos efectos. Algo para tomar en cuenta: leí que ""a menos que su médico lo recomiende, evite tomar más de 4000 UI por día"". Este medicamento excede esta ingesta máxima diaria, lo cual pudo haber generado el brote que tuve."
788,B002EA99HE,2023-10-22,Creepy,1.0,When I got the package it was sealed close. I opened the package and the bottle was half way open the bottle to the seal being broken.
789,B002EA99HE,2023-10-20,The perfect sized pill,5.0,I love how small these are. They're easy to take and I think they are helping me.
790,B002EA99HE,2023-10-17,Great Product,5.0,"I have ordered from this company before and never had any problems. My order came on time, well packaged and undamaged. I will order their products again."
791,B002EA99HE,2023-10-16,Great Vitamin D Supplement,5.0,Haven't bough this brand in months but I love NOW brand vitamin D. The pills are small and it works well. You probably won't get sick if you're regularly taking this supplement( I'm not a doctor so don't take my word for that comment).
792,B002EA99HE,2023-10-15,"These seem to work, you can buy them cheaper in the store",4.0,"They seem to work, easy to swallow. No more pain in my legs. The other day I saw the same brand and exact same bottle at the 99 cent store lol for $2.99 or 3.99. Will buy it there next time. I don’t like paying triple the price for something"
793,B002EA99HE,2023-10-13,doctor recommened,5.0,"Doctor rcommended after a deficency was noted on labs tests. I like the now brand due to being gluetn and dairy free. The pills are tiny and very easy to swallow. There is no taste/flavour at all. resonable priced. No issues, will continue to reorder."
794,B002EA99HE,2023-10-13,"Contribution to Beautiful, nails, hair and skin!",5.0,Since I started taking these within the first 2 weeks I noticed my nails were stronger and actually started growing. My skin had a glow and hair felt healthier. I love these!
795,B002EA99HE,2023-10-12,Effective Quality,5.0,This high potency vitamin D3 has no aftertaste or makes your stomach feel queasy. It is a small gelcap this is easy to swallow and doesn't get stuck on its way down the hatch! It has clean ingredients from a reputable company. This brand was recommended by my chiropractor and I am happy with its efficacy and quality.
796,B002EA99HE,2023-10-12,Took a hour to pull a part,2.0,The pills are fine but when they arrived the entire bottle of pills were stuck together.
797,B002EA99HE,2023-10-09,They’re small and easy to swallow,5.0,I hope these are doing what they need to do inside me. I guess my next blood test will tell.
798,B002EA99HE,2023-10-09,Dosage,2.0,When changing quantity from 2 pack to single the dosage is apparently different. I need 5000 IU but it changed to 2000 IU and I didn't notice. Of course non returnable. These should be seperate listings or have a drop down for the different dosages.
799,B002EA99HE,2023-10-06,"Excellent brand, great pricing",5.0,Easy to swallow and great added nutrition.
800,B002EA99HE,2023-10-06,Recomended,5.0,"excellent product and a good seller, thank you so much"
801,B07GSGWZMB,2023-08-04,So far so good!!,5.0,"I just started taking these and have felt a difference in joint pain and my back pain. No fishy taste or burps, but if you stick your nose in the bottle it does smell fishy but it is supposed to. Not a huge deal for me as long as it helps. They are easy to swallow and I have started off just taking one capsule daily to see if that is enough. If not after a week or so I will bump it up to 2 daily. I do recommend these and they are a good price for krill."
802,B07GSGWZMB,2023-12-18,Excellent product,5.0,good quality was as advertised.
803,B07GSGWZMB,2023-09-21,Broken Capsule,4.0,"I’ve been taking these for a couple of years and not sure if they have helped or not. I stopped a few times and didn't notice a difference. My latest bottle had a broken capsule and all the other capsules are oily and smell awful not to mention the taste. Trying to get through the bottle, but I gag a little every time. I know others see a difference, so I may keep taking and hope that the next bottle is fully in tact."
804,B07GSGWZMB,2023-10-24,"If you get heartburn from fish oil, TRY THESE",5.0,"I've tried many fish oil and krill oil pills, trying to find something that doesn't give me heartburn but still provides omega 3. This is the best I've found. No fishy smell, no weird aftertastes or burps.

The only issue I found, and others have echoed, is that all my pills were fused together fr the desert heat. After they cooled down, I simply smacked the bottle around and most of them broke apart. A couple stayed stuck together (and some broke when I tried to force them apart), but all I'm all I'm very pleased with this brand!"
805,B07GSGWZMB,2024-01-05,Krill oil is the best to buy!!,5.0,"Haven’t used it yet, but I know my regular Nature Made fish oil is good, but I’ve always heard that Krill oil is much better!"
806,B07GSGWZMB,2023-12-24,Good Price,5.0,Bought for my health.
807,B07GSGWZMB,2024-01-07,Burping up nasty fish taste,3.0,"I bought these Krill supplements because they are supposed to be good at lowering cholesterol. I’ve just starting taking them so I can’t speak to that yet. However a big reason I chose this brand is because people said there was no fish taste or burping up a fish taste. That’s not true. Everytime I take one I am burping up a terrible fish taste. It’s really awful. I hope they work for the purpose I bought them, but this fish taste is a bummer. 3 stars because of the fish taste."
808,B07GSGWZMB,2023-12-24,"I'm a repeat, happy customer",5.0,I regularly use this product to assist me in keeping my HDL & LDL levels in their respective proper levels. This regiment is working well.
809,B07GSGWZMB,2023-12-30,Easy on digestive system,4.0,Not enough time to evaluate
810,B07GSGWZMB,2024-01-08,Es una excelente fuente de omega,5.0,Es una excelente fuente de omega
811,B07GSGWZMB,2024-01-03,Best Krill Oil On the Market,5.0,Extremely Impressed With This Product for many months on end
812,B07GSGWZMB,2023-12-29,Que toda persona lo debería usar,5.0,"Para antioxidante de 1ra
Completo en lo mejor de aceite de crill"
813,B07GSGWZMB,2023-12-24,No problem,5.0,"Best product I have found on the market,"
814,B07GSGWZMB,2023-12-07,good,4.0,good
815,B07GSGWZMB,2023-12-25,Great value,5.0,Taking it daily
816,B07GSGWZMB,2023-12-10,Krill Oil suppliment,5.0,Decided to switch from fish oil to Krill oil as have read it is higher in Omega 3
817,B07GSGWZMB,2023-11-16,Great Omega 3 Krill oil which contains a large dose of the best ingredients !,5.0,"Antartic Krill Oil contains 2000mg krill oil, the Phospholipid omega 3 complex is 240 mg.
The EPA is 80 mg , Tthe DHA is 40 mg , other fatty acids are 60 mg , Phospholipids are 60 mg
Anataxanthin is 600 mg .
There is NO : gluten, wheat, milk, lactose, soy, artificial color, artificial flavor, artificial sweetener, or preservatives. This is also NON GMO .

;"
818,B07GSGWZMB,2024-01-02,"Quality omega-3 gels, but only if the packaging is good.",3.0,"Price was very reasonable. The first bottle of 240 softgels I ordered in the summer of 2023 was very good, and I had no problems using the capsules daily. With the second order of 120 soft gels I ordered in December I was not so lucky. A couple of capsules had apparently leaked and all the gelsl capsules are stuck together. Tried separating them but they just burst. So I'm out the cost of a bottle of these Krill Oil gels and unfortunately I might have to reconsider what I order in the future."
819,B07GSGWZMB,2023-09-27,All pills stuck in the bottle,4.0,"All of the pills in the bottle were stuck together. I have purchased this particular item many times. This is the first time I have experienced pills being stuck together. I really like this item. I use it for cardiovascular health. The quality seems to be good, but I am not happy with the condition of these pills. My products that I buy from Amazon never set on my porch very long."
820,B07GSGWZMB,2023-11-02,Good Consistency,4.0,"Purchased as a supplement for my dog’s coat. Punctured capsule, and
mixed in with food, dog liked."
821,B07GSGWZMB,2023-10-06,No fish taste,4.0,Have been using this product for a number of years which we always order through Amazon. There is no fishy taste or upset to our stomachs. We are using this product instead of the more expensive Omega red. We feel this product is a good buy and have been purchasing from this seller frequently
822,B07GSGWZMB,2023-12-05,That it works,5.0,"So far, this product is performing well."
823,B07GSGWZMB,2023-12-01,Healthy !,5.0,"Easy to take, no bad side effects.
A healthy supplement.
I take one per day.
Excellent bloodwork results."
824,B07GSGWZMB,2023-12-03,It is easy to use,5.0,Easy to swallow gel pills
825,B07GSGWZMB,2023-09-16,Great price!,4.0,I need more oil in my diet this did the job pills are rather large but gelatin coat so they go down easy but I do belch up the oily taste; however I don’t mind as it is working well for my health!
826,B07GSGWZMB,2023-11-19,👍👍👍,5.0,Easy to use noticed no effects on my stomach. Seems very good quality
827,B07GSGWZMB,2023-11-16,Oil of life,5.0,New brand of oil and I love that I can get it on Amazon.
828,B07GSGWZMB,2023-08-05,A warning for you,4.0,"I really like this product, and I purchased it several times.
Just a warning for you: do not order this when the weather is hot, the softgels all stuck together and I could not even separate them, I had to request a refund."
829,B07GSGWZMB,2023-08-09,Leave me alone,4.0,"I love the product!! But keep asking me to write something!! NOT GONNA HAPPEN, it makes me feel somewhat Offended. I give you a Star . But that’s all Thank you Stan Jackson"
830,B07GSGWZMB,2023-11-05,Smell/size of capsule,3.0,"Purchased for my daughter. However, capsules smell bad and are too large for her to swallow. Tried to process a return and it says nonrefundable. However on the main listing page it says “eligible for return”. What I didn’t know was that when you click on Eligible for return under the listing, it THEN says nonreturnable. Very deceptive and can’t get my money back. Listing needs to be clearer about eligibility for return"
831,B07GSGWZMB,2023-11-10,Great product,5.0,For the price you can't beat these.
832,B07GSGWZMB,2023-04-16,Does the trick for me!,5.0,"I was having a lot of leg swelling because of sitting for hours... I need both of my hips replaced and am waiting for a surgery date... Ho hum??? I had read other customers who purchased this product say that their leg swelling was in decline from taking this Krill Oil... It took about two weeks but my swelling started going down and now I can see the veins and bones in my feet again, even my calves are showing vain and no real swelling. After 2 months I have now purchased another bottle... Overall, I feel That Krill oil is superiors to fish oil for this purpose and recommend others with swelling try it!

I'm a believer now and will stay on the regimen I now use... 2 soft gels every 2 days seems to work, as well there is other health benefits for the use of this oil and I'm keeping an eye on my blood labs to see if they change over time in the good and bad cholesterol Zone...So far it seems to be helping in that area too!

Gcx..."
833,B07GSGWZMB,2023-10-18,Quality product,5.0,"Packaging is good. No issues with the product. No bad taste or smell. Softgel size is typical with other fish oil products. Not small, but not so large you can't easily swallow it."
834,B07GSGWZMB,2023-11-11,It works,5.0,"Item as described, time!y delivery."
835,B07GSGWZMB,2023-11-12,Great stuff,5.0,I take every day
836,B07GSGWZMB,2023-10-24,Great Krill oil product,5.0,"Most Krill oil capsules make me nauseated after taking them, but this one doesn't. I'm impressed! It's hard to tell if It will help me in the long run."
837,B07GSGWZMB,2023-11-08,Will order again great value,5.0,Its the best oil for a nice price...
838,B07GSGWZMB,2023-12-08,Smells,3.0,It smells like fish I'll finish the bottle but probably won't order again
839,B07GSGWZMB,2023-07-07,Large Supplement,4.0,"The effects of the Krill Oil may be the same as the supplement I took before, however these supplement oils are twice the size as the previous manufacturer that were not available. I most likely will not purchase these again because of size."
840,B07GSGWZMB,2023-09-28,Noticeable in the body,5.0,This is supposed to be a good product. It's supposed to help and protect the eyes among other qualities. This was my purpose for the purchase and found it to be superior to other brands used. Haven't tried all other brands but definitely a good selection for me.
841,B07GSGWZMB,2024-01-14,All stuck together and went horribly rancid fast,2.0,"Same as many others here, first bottle no problem, but the second one showed up as one lump all glued together. I’ve plucked the pills apart as I’ve used them, but then they got so rancid my bedroom fills with the odor of long dead and rotting fish each time I open the bottle. Stopped taking them obviously and now they sit on my shelf as a monument to years past when I used to visit the shores of Lake Michigan after a mass fish die off in spring. Imagine a dead whale carcass poised for months on the beach during a climate change Arctic summer. You get the idea. I think I will not order these any more. Statins will do. I’m old. I ache. It is nature’s way and I’m going with the flow from here on out."
842,B07GSGWZMB,2023-07-14,Rarely fishy,4.0,These are large pills that are somewhat easy to swallow. The thing I like best about though is the lack of fish aftertaste that I have had with other fish oil supplements.
843,B07GSGWZMB,2023-10-15,Effective,5.0,"Use this as part of my heart health regimen. I take in the mornings because sometimes it gives me indigestion. Overall, it works great. No bad after taste and easy to swallow."
844,B07GSGWZMB,2022-09-11,Nature’s Supplement,5.0,"I wanted to write this review for a couple of reasons. First of all, A few years ago I was told by my specialist to take Fish Oil for a condition. I did some research and found Krill Oil was at least comparable to fish oil, as it high in Omega 3 fatty acid. I figured if blue whales could take it, so could I. I have been taking Krill Oil for about 5 years, and this particular product for about 3 years. It is the best price. I have no side effects. Occasionally I will be able to have a fishy taste in my mouth. Everyone’s body reacts differently to anything you ingest. You need to realize you are taking fish oil - it will not taste like chocolate! It is a larger pill, but it is 1000mg, so you can get the most benefits from that dosage. I never get headaches, and I also notice that I do not get body aches or swelling. I’m a runner and run 3-4 times per week. I attribute this supplement with helping maintain my body, and slowing the progression of my condition. I have not regretted using this and my body has become accustomed to its addition. No supplement will ever cure you of anything, but with proper life choices and this as an addition, it can add to a healthy life."
845,B07GSGWZMB,2023-09-09,Quality product.,5.0,"I read about Krill oil online. I found these on Amazon and had to buy them.
They are not overly expensive. But honestly I'm not sure I can tell I'm taking
them. It might take 30 days before any difference shows up. It might be the
fact I'm 72. I might just have waited too long.

i"
846,B07GSGWZMB,2023-11-04,Krill,5.0,Improved Health
847,B07GSGWZMB,2023-09-19,Ever wonder if your dog is getting enough omega 3s?,5.0,"Add this to their diet and watch their fur shine better mobility with age. I am this to every meal, mind you my elder dog is 130 pounds.... Depending on your fur babies size, you may only want to add to one meal or day."
848,B07GSGWZMB,2023-11-17,Dosage,3.0,This Dosage of krill is to high for. Causes bowel problems.
849,B07GSGWZMB,2023-10-19,I take it daily.,5.0,Since taking the arctic Krill daily; I use less nitroglycerine!
850,B07GSGWZMB,2023-09-29,"These capsules don't have a strong ""fish"" smell",5.0,"I take one of these a day to meet the recommended amount and they price is far less than at local, even big box, stores. And delivery is always fast."
851,B07GSGWZMB,2023-10-21,Is what it is,5.0,No complaints... Did exactly what it was supposed to do
852,B07GSGWZMB,2023-11-01,Always top choice,5.0,Great value
853,B07GSGWZMB,2023-09-25,Broken capsules,3.0,My krill oil arrived on time but when I opened them a handful of my capsules were broken and the liquid spilled out over the other pills. This has made many of them stick together and they break when forcing them apart. And if you are familiar will krill oil it smells fishy so my bottle really smells when I open it.
854,B07GSGWZMB,2023-01-20,This Worked for Me!,5.0,"I began taking these 3 months ago. My overall cholesterol at the time was 203. At the time I was already on a low dose statin with another brand of fish oil along with a low fat diet. My doctor told me that he was concerned. I told him to give me 3 months to come back for a follow up with blood work. He agreed. The only thing that I changed was the fish oil which guided me to this product. Three months passed and I went back for my lab work. A week later my doctor saw me for follow up. My overall cholesterol was 170!! My doctor told me to keep taking these fish oil supplements but never more than once daily. He didn’t increase the statin dose either. These gel pills have a fishy smell, and are bigger than most. I take mine after lunch and have no fish tasting burps afterwards. I just ordered another bottle of these. Everyone is different with their results, but I have finally found something that works!"
855,B07GSGWZMB,2023-07-22,😲 OMG,5.0,"If I could give it a 10 I would.
I'm 70 and have rheumatoid arthritis in my tail bone. I've tried turmeric and many other joint supplements with no results. I enjoy riding my motorcycle but it got where I couldn't go more than an hour without extreme pain. I haven't even gone through half a bottle of this krill oil and now can ride two hours and only get moderate pain. Hoping for more improvement with longer use."
856,B07GSGWZMB,2023-09-11,Fresh catch?,3.0,"I gave a 3 star because I bought this brand 12 times (as opposed to a 1 star). This is the first time that I am having issues with it and trying to get through the bottle. I have never tasted the fish until now. Has the formula changed? It is very fishy. I'm trying to stay loyal, but Mega red looks good to me every time I take this."
857,B07GSGWZMB,2023-10-24,2nd bottle purchased,5.0,Seems to make a difference.
858,B07GSGWZMB,2023-06-20,Pretty good product,4.0,Pretty good product. Have to a friend because it was a little bit fishy smelling and tasting
859,B07GSGWZMB,2022-08-06,"No real complaints, seems high quality, honest review",4.0,"I was experiencing swollen ankles and I heard krill oil helps circulation and can reduce ankle swelling. I have been taking these for a few weeks and my swelling is almost down to zero. That being said, at the same time I made other lifestyle changes, such as quitting drinking, no sugar, no gluten, and a general keto style diet. Are these pills contributing to my well-being? I can't say for sure, but I have been feeling better since making changes, and these pills were part of my change. One comment I want to be bluntly honest about is the strong taste and aroma. They do have an aftertaste of fish, and at times I can smell a strong krill oil odor when I urinate, or sometimes I'll wake up and taste krill, which goes away by brushing teeth and using mouthwash. As far as long term health improvement, time will tell."
860,B07GSGWZMB,2024-01-10,Where’s the higher EPA and DHA?,2.0,I’m disappointed to find a low amount of EPA and DHA considering its 2000mg of Krill Oil. I’ve had 1000 mg with much more then this 2000 mg. The EPA in this one is 80 mg but others offer EPA of 135 for 1000 mg of Krill oil. Where is the benefit of more milligrams? I’m disappointed. I should have looked closer but I assumed it would have been better then a 1000 mg krill oil.
861,B07GSGWZMB,2023-07-20,Great Producy,5.0,I was having issues with my feet and ankles swollen so I read the reviews and saw that it had help customers with swelling. I purchase it a week and a half ago and started using it and my feet haven’t had any swelling and also some of the pain is gone. I will continue to use this product and I highly recommend it.
862,B07GSGWZMB,2023-06-27,Great Omega 3’s,5.0,Doctor recommended Omega 3’s and I’ve notice a difference since I started taking these daily. Moving from PNW to Arizona changed my diet. I love seafood! Here it’s not as easy to get. And more expensive with the shipping. I noticed a difference and after speaking to doctor started taking this Krill Oil and last blood work and checkup was told to continue doing whatever I am doing…so highly recommend this Krill Oil supplements for Omega 3’s and a healthy body.
863,B07GSGWZMB,2023-09-27,Cápsulas como suplemento alimenticio,5.0,Para los que no ingerimos suficiente omega3 creo que es un opcion bastante aceptable.
864,B07GSGWZMB,2023-11-23,Instead of 120 Krill Oil Pills I Got One Huge Stuck Together Pill,1.0,"Not happy at all with Antarctic Krill Oil Pills by Carlyle. Instead of getting 120 gel cap pills I got on giant stuck together pill which I guess is meant for King Kong to make sure he’s getting his Omega 3 in.

I had to get an ice pick to drill down into the bottle breaking a few gel caps so I could dump them in my hand. The problem with doing that is I pierced several pills causing a big red Exxon Valdez Oil Spill.

I would like a replacement to see if it was just an unlucky bottle or I deserve to get my money back. I’ve been buying Kori Krill Oil and have never had an issue. I guess I should stick with what’s worked for me in the past.

Besides taking Krill Oil on a daily basis I also take a Tablespoon of Carlson Fish Oil along with 3 Tablespoons of Gaea Extra Virgin Olive Oil. I take a Tablespoon and a half in the morning along with my Carlson Fish Oil and another Tablespoon and a half of EVOO 30 minutes before dinner. I’m big into heart health adding 45 minutes of Cardio and 30 minutes or weight or resistance training 6 or 7 days a week. I don’t automatically take a day off. I listen to my body and if I feel tired or sore I may take a day off but the problem is I feel so good I rarely take that rest day. It does as much for my mental state as it does for my physical state."
865,B07GSGWZMB,2023-04-17,"Good option, but best take it at night, or you'll be burping the taste of fish",4.0,"I love the fact that the ingredients are good. I love the fact that they are easy to swallow. But I recommend you take them at night, or after your last meal of the day. This way you won't be burping the taste of fish."
866,B07GSGWZMB,2023-10-15,Recommended by my Physician.,5.0,Nothing to dislike.
867,B07GSGWZMB,2023-10-04,Using it now no issues,5.0,Been using it for while with no side effects.
868,B07GSGWZMB,2023-09-22,Large size & faint fishy taste,3.0,Jar had a damaged capsule inside. So all of the capsules were fishy smelling and oily. There is no return on this item. Not sure yet if they work as stated in description.
869,B07GSGWZMB,2023-05-16,Helped cholesterol levels,4.0,On second bottle and waiting to make sure this is what helped lower cholesterol but pretty sure it did!
870,B07GSGWZMB,2023-09-30,great,5.0,"Quick delivery, all around nice product"
871,B07GSGWZMB,2023-10-02,Krill oil.,5.0,"Great , like to recommend everyone.
Thanks."
872,B07GSGWZMB,2023-07-10,Highly recommend,5.0,"Since this krill oil is 2000mg my spouse & I take only one a week. For the first time in years we both notice that we aren't constipated & have more frequent bowel movements without relying on taking anything else. No burping fish aftertaste.
Doesn't tast like strong fish. Highly recommend this product."
873,B07GSGWZMB,2023-09-05,"Lo mejor:"" no hay sabor a pescado""",5.0,Bastante fácil de digerir y sobre todo que como es de Krill. no tiene ese fuerte sabro a pescado..
874,B07GSGWZMB,2023-10-05,Waiting to see how much it affects me,5.0,No after taste.
875,B07GSGWZMB,2022-12-30,Fishy pill,4.0,"I bought this brand because it was way cheaper than Native Path brand. Very fishy smell and for an hour after taking it (even with a full meal), you have fish burps. Easy to swallow and a fraction of the price of other brands. Does the same thing as the expensive brands but the fish burps almost made me gag. On a positive note, it keeps my feet from swelling so much."
876,B07GSGWZMB,2023-07-27,Work decently but comes with Fishy smell and fish burps,3.0,"Good price for a decent product. Have been dealing with joint pain/athritis in knees for many years and this seems to help slightly along with a good diet. Biggest issues is that fish smell & fish burps from using this product. I have tried other brands that do not have this odor, maybe i got an old batch since a lot of reviews say they have not experiences it but I'll try another brand next time."
877,B07GSGWZMB,2023-08-23,Love this!,5.0,"My foot has been swollen for over 15 years. After taking this for a week and a half, it is already looking better!"
878,B07GSGWZMB,2023-05-29,Great price,4.0,Delivery was quick and product as described.
879,B07GSGWZMB,2023-05-28,Excellent Source of Omega-3 and Astaxanthin,5.0,"Antarctic Krill Oil 2000 mg softgels have exceeded my expectations. With potent Omega-3 EPA, DHA, and astaxanthin, this supplement is a powerhouse for overall health. The softgels are easy to swallow, without any fishy aftertaste. Sourced from pristine Antarctic waters, the purity is reassuring. I've experienced improved joint mobility, increased energy, and enhanced cognitive function. For a reliable and effective Omega-3 and astaxanthin supplement, I highly recommend Antarctic Krill Oil 2000 mg softgels."
880,B07GSGWZMB,2023-08-06,Krill Oil,5.0,as a vitamin supplement these work as well as several others. Just an individual choice if you want to increase your krill oil to 1000 mg these work well.
881,B07GSGWZMB,2023-09-29,Good product,5.0,It works
882,B07GSGWZMB,2023-09-20,Very large and quite fishy,3.0,"Pills are large, hard, and difficult to swallow. They have quite a bit of fishy flavor."
883,B07GSGWZMB,2023-08-23,Buenas,5.0,Llevo 3 dias tomandolas no puedo decir q son buenas volvere en un mes aver Como me an funcionado
884,B07GSGWZMB,2023-08-08,Sounds awesome,5.0,Just took one we shall see if it is real good stuff in about 3 months when I get my next blood work
885,B07GSGWZMB,2023-08-28,"Muy buena presentación, color del frasco.",5.0,"Es un complemento alimenticio, solo se puede ver el efecto a largo plazo,."
886,B07GSGWZMB,2023-09-12,Next day receiving and great product,5.0,Fast delivery and well packaged.
887,B07GSGWZMB,2023-09-08,Huge Pill,5.0,Good Vitamin E but HUGE.
888,B07GSGWZMB,2023-03-15,Just krillin,4.0,"I burp up a slight fishy taste. Plus, you’re really easy to swallow, and they seem to be doing their job."
889,B07GSGWZMB,2023-08-02,After taste,3.0,"I suffer from indigestion and when this was taken on one of my many indigestion days, I sure tasted it and it wasn't a good taste. I never gave it a long enough chance to work to help my cholesterol"
890,B07GSGWZMB,2023-06-11,Better then fish oil,5.0,"I always wanted to get my hands on this stuff to try. I love it, it’s way better then fish oil, doesn’t leave a nasty aftertaste in your esophagus. It’s worth the extract couple of dollars then to buy and use fish oil hands down."
